Id,Id,Id.1,Id.1.1,Id.1.1.1,Id.1.1.1.1,Id.1.1.1.1.1,Id.1.1.1.1.1.1,Id.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1.1.1,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481,1,JordanManual,CCCAGG,0.1481,0.1481,0.1481,HXX,1514329740,2017-12-28 01:30:02.350450,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1477,1,JordanManual,CCCAGG,0.148,0.1477,0.148,HXX,1514329920,2017-12-28 01:30:02.350450,0.0,0.0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.1474,1,JordanManual,CCCAGG,0.1477,0.1474,0.1477,HXX,1514330100,2017-12-28 01:30:02.350450,0.0,0.0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1471,1,JordanManual,CCCAGG,0.1473,0.1471,0.1473,HXX,1514330280,2017-12-28 01:30:02.350450,0.0,0.0
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.1469,1,JordanManual,CCCAGG,0.1472,0.1469,0.1472,HXX,1514330460,2017-12-28 01:30:02.350450,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1466,1,JordanManual,CCCAGG,0.1469,0.1466,0.1469,HXX,1514330640,2017-12-28 01:30:02.350450,0.0,0.0
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.1463,1,JordanManual,CCCAGG,0.1465,0.1463,0.1465,HXX,1514330820,2017-12-28 01:30:02.350450,0.0,0.0
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.1467,1,JordanManual,CCCAGG,0.1467,0.1462,0.1462,HXX,1514331000,2017-12-28 01:30:02.350450,0.0,0.0
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.1467,1,JordanManual,CCCAGG,0.147,0.1467,0.147,HXX,1514331180,2017-12-28 01:30:02.350450,0.0,0.0
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.1469,1,JordanManual,CCCAGG,0.1469,0.1468,0.1468,HXX,1514331360,2017-12-28 01:30:02.350450,0.0,0.0
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1466,1,JordanManual,CCCAGG,0.1466,0.1465,0.1466,HXX,1514331540,2017-12-28 01:30:02.350450,0.0,0.0
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.1468,1,JordanManual,CCCAGG,0.1468,0.1466,0.1466,HXX,1514331720,2017-12-28 01:30:02.350450,0.0,0.0
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.1469,1,JordanManual,CCCAGG,0.147,0.1469,0.1469,HXX,1514331900,2017-12-28 01:30:02.350450,0.0,0.0
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.1468,1,JordanManual,CCCAGG,0.147,0.1468,0.147,HXX,1514332080,2017-12-28 01:30:02.350450,0.0,0.0
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.1475,1,JordanManual,CCCAGG,0.1475,0.147,0.147,HXX,1514332260,2017-12-28 01:30:02.350450,0.0,0.0
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.1474,1,JordanManual,CCCAGG,0.1475,0.1474,0.1474,HXX,1514332440,2017-12-28 01:30:02.350450,0.0,0.0
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.1476,1,JordanManual,CCCAGG,0.1476,0.1474,0.1474,HXX,1514332620,2017-12-28 01:30:02.350450,0.0,0.0
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0.1472,1,JordanManual,CCCAGG,0.1473,0.1472,0.1473,HXX,1514332800,2017-12-28 01:30:02.350450,0.0,0.0
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.1471,1,JordanManual,CCCAGG,0.1472,0.1471,0.1472,HXX,1514332980,2017-12-28 01:30:02.350450,0.0,0.0
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.1466,1,JordanManual,CCCAGG,0.1469,0.1466,0.1469,HXX,1514333160,2017-12-28 01:30:02.350450,0.0,0.0
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.1464,1,JordanManual,CCCAGG,0.1466,0.1464,0.1466,HXX,1514333340,2017-12-28 01:30:02.350450,0.0,0.0
